,nasid,position,ts,mac,controllerid,pwr,count
3020,4589,center,2018-02-13 12:49:38,c0:ee:fb:72:0c:27,[1],[-42.45454545454545],1
3021,4589,center,2018-02-13 12:49:39,c0:ee:fb:72:0c:27,[4],[-76.44444444444444],1
3022,4589,center,2018-02-13 12:49:40,c0:ee:fb:72:0c:27,"[2, 3]","[-63.714285714285715, -79.0]",2
3023,4589,center,2018-02-13 12:49:42,c0:ee:fb:72:0c:27,[1],[-36.578947368421055],1
3024,4589,center,2018-02-13 12:49:44,c0:ee:fb:72:0c:27,"[2, 4]","[-67.27777777777777, -76.6]",2
3025,4589,center,2018-02-13 12:49:46,c0:ee:fb:72:0c:27,[3],[-81.5],1
3026,4589,center,2018-02-13 12:49:49,c0:ee:fb:72:0c:27,"[1, 4]","[-39.833333333333336, -75.5]",2
3027,4589,center,2018-02-13 12:49:51,c0:ee:fb:72:0c:27,"[2, 3]","[-66.46666666666667, -80.83333333333333]",2
3028,4589,center,2018-02-13 12:49:55,c0:ee:fb:72:0c:27,"[1, 4]","[-41.22222222222222, -76.71428571428571]",2
3029,4589,center,2018-02-13 12:49:56,c0:ee:fb:72:0c:27,[3],[-82.2],1
3030,4589,center,2018-02-13 12:49:57,c0:ee:fb:72:0c:27,[2],[-65.0952380952381],1
3031,4589,center,2018-02-13 12:49:59,c0:ee:fb:72:0c:27,"[3, 4]","[-79.375, -75.66666666666667]",2
3032,4589,center,2018-02-13 12:50:00,c0:ee:fb:72:0c:27,[1],[-40.57142857142857],1
3033,4589,center,2018-02-13 12:50:02,c0:ee:fb:72:0c:27,[2],[-68.0],1
3034,4589,center,2018-02-13 12:50:04,c0:ee:fb:72:0c:27,"[3, 4]","[-76.4, -74.2]",2
3035,4589,center,2018-02-13 12:50:05,c0:ee:fb:72:0c:27,[1],[-40.5625],1
3036,4589,center,2018-02-13 12:50:06,c0:ee:fb:72:0c:27,[2],[-63.8],1
3037,4589,center,2018-02-13 12:50:08,c0:ee:fb:72:0c:27,"[3, 4]","[-77.33333333333333, -71.83333333333333]",2
3038,4589,center,2018-02-13 12:50:10,c0:ee:fb:72:0c:27,[1],[-46.4],1
3039,4589,center,2018-02-13 12:50:12,c0:ee:fb:72:0c:27,[3],[-82.6],1
3040,4589,center,2018-02-13 12:50:13,c0:ee:fb:72:0c:27,"[2, 4]","[-68.65, -79.5]",2
3041,4589,center,2018-02-13 12:50:15,c0:ee:fb:72:0c:27,[1],[-49.27777777777778],1
3042,4589,center,2018-02-13 12:50:18,c0:ee:fb:72:0c:27,[2],[-66.875],1
3043,4589,center,2018-02-13 12:50:19,c0:ee:fb:72:0c:27,"[3, 4]","[-83.14285714285714, -76.5]",2
3044,4589,center,2018-02-13 12:50:21,c0:ee:fb:72:0c:27,[1],[-47.0],1
3045,4589,center,2018-02-13 12:50:25,c0:ee:fb:72:0c:27,"[3, 4]","[-81.0, -73.2]",2
3046,4589,center,2018-02-13 12:50:26,c0:ee:fb:72:0c:27,[2],[-66.27777777777777],1
3047,4589,center,2018-02-13 12:50:29,c0:ee:fb:72:0c:27,[1],[-46.39393939393939],1
3048,4589,center,2018-02-13 12:50:31,c0:ee:fb:72:0c:27,"[3, 4]","[-80.66666666666667, -73.625]",2
3049,4589,center,2018-02-13 12:50:32,c0:ee:fb:72:0c:27,[2],[-66.43478260869566],1
3050,4589,center,2018-02-13 12:50:34,c0:ee:fb:72:0c:27,[1],[-46.53333333333333],1
3051,4589,center,2018-02-13 12:50:35,c0:ee:fb:72:0c:27,[3],[-79.4],1
3052,4589,center,2018-02-13 12:50:36,c0:ee:fb:72:0c:27,[4],[-73.16666666666667],1
3053,4589,center,2018-02-13 12:50:37,c0:ee:fb:72:0c:27,[2],[-67.76923076923077],1
3054,4589,center,2018-02-13 12:50:40,c0:ee:fb:72:0c:27,"[1, 3]","[-50.714285714285715, -80.88888888888889]",2
3055,4589,center,2018-02-13 12:50:41,c0:ee:fb:72:0c:27,[4],[-73.66666666666667],1
3056,4589,center,2018-02-13 12:50:43,c0:ee:fb:72:0c:27,[2],[-66.41666666666667],1
3057,4589,center,2018-02-13 12:50:44,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-50.5, -80.5, -75.91666666666667]",3
3058,4589,center,2018-02-13 12:50:48,c0:ee:fb:72:0c:27,[4],[-72.93333333333334],1
3059,4589,center,2018-02-13 12:50:49,c0:ee:fb:72:0c:27,"[1, 3]","[-48.63157894736842, -79.3]",2
3060,4589,center,2018-02-13 12:50:50,c0:ee:fb:72:0c:27,[2],[-66.95238095238095],1
3061,4589,center,2018-02-13 12:50:52,c0:ee:fb:72:0c:27,[4],[-73.9090909090909],1
3062,4589,center,2018-02-13 12:50:53,c0:ee:fb:72:0c:27,[3],[-78.41666666666667],1
3063,4589,center,2018-02-13 12:50:54,c0:ee:fb:72:0c:27,[1],[-48.375],1
3064,4589,center,2018-02-13 12:50:55,c0:ee:fb:72:0c:27,[2],[-66.46153846153847],1
3065,4589,center,2018-02-13 12:50:56,c0:ee:fb:72:0c:27,[3],[-79.0],1
3066,4589,center,2018-02-13 12:50:58,c0:ee:fb:72:0c:27,"[1, 4]","[-51.25, -73.36363636363636]",2
3067,4589,center,2018-02-13 12:51:00,c0:ee:fb:72:0c:27,"[2, 3]","[-67.17647058823529, -78.33333333333333]",2
3068,4589,center,2018-02-13 12:51:02,c0:ee:fb:72:0c:27,[4],[-75.125],1
3069,4589,center,2018-02-13 12:51:03,c0:ee:fb:72:0c:27,[1],[-45.166666666666664],1
3070,4589,center,2018-02-13 12:51:05,c0:ee:fb:72:0c:27,[3],[-78.375],1
3071,4589,center,2018-02-13 12:51:07,c0:ee:fb:72:0c:27,"[2, 4]","[-65.08333333333333, -75.42857142857143]",2
3072,4589,center,2018-02-13 12:51:08,c0:ee:fb:72:0c:27,[1],[-47.63157894736842],1
3073,4589,center,2018-02-13 12:51:10,c0:ee:fb:72:0c:27,[3],[-79.33333333333333],1
3074,4589,center,2018-02-13 12:51:12,c0:ee:fb:72:0c:27,[4],[-75.36363636363636],1
